Question,Location,Round,Answer,Count
Is support provided in a fair way?,Ramechhap,5,5 Completely yes,63
Is support provided in a fair way?,Ramechhap,5,3 Neutral,0
Is support provided in a fair way?,Ramechhap,5,1 Not at all,1
Is support provided in a fair way?,Ramechhap,5,7 Refused,0
Is support provided in a fair way?,Ramechhap,4,4 Mostly yes,56
Is support provided in a fair way?,Ramechhap,4,2 Very little,4
Is support provided in a fair way?,Ramechhap,4,6 Don't know,0
Is support provided in a fair way?,Ramechhap,4,5 Completely yes,37
Is support provided in a fair way?,Ramechhap,4,3 Neutral,1
Is support provided in a fair way?,Ramechhap,4,1 Not at all,2
Is support provided in a fair way?,Ramechhap,4,7 Refused,0
Is support provided in a fair way?,Ramechhap,6,4 Mostly yes,30
Is support provided in a fair way?,Ramechhap,6,2 Very little,0
Is support provided in a fair way?,Ramechhap,6,6 Don't know,1
Is support provided in a fair way?,Ramechhap,6,5 Completely yes,67
Is support provided in a fair way?,Ramechhap,6,3 Neutral,0
Is support provided in a fair way?,Ramechhap,6,1 Not at all,2
Is support provided in a fair way?,Ramechhap,6,7 Refused,0
Is support provided in a fair way?,Makwanpur,1,4 Mostly yes,2
Is support provided in a fair way?,Makwanpur,1,2 Very little,21
Is support provided in a fair way?,Makwanpur,1,6 Don't know,4
Is support provided in a fair way?,Makwanpur,1,5 Completely yes,0
Is support provided in a fair way?,Makwanpur,1,3 Neutral,2
Is support provided in a fair way?,Makwanpur,1,1 Not at all,74
Is support provided in a fair way?,Makwanpur,1,7 Refused,0
Is support provided in a fair way?,Makwanpur,3,4 Mostly yes,16
Is support provided in a fair way?,Makwanpur,3,2 Very little,11
Is support provided in a fair way?,Makwanpur,3,6 Don't know,6
Is support provided in a fair way?,Makwanpur,3,5 Completely yes,7
Is support provided in a fair way?,Makwanpur,3,3 Neutral,6
Is support provided in a fair way?,Makwanpur,3,1 Not at all,54
Is support provided in a fair way?,Makwanpur,3,7 Refused,0
Is support provided in a fair way?,Makwanpur,2,4 Mostly yes,11
Is support provided in a fair way?,Makwanpur,2,2 Very little,19
Is support provided in a fair way?,Makwanpur,2,6 Don't know,5
Is support provided in a fair way?,Makwanpur,2,5 Completely yes,9
Is support provided in a fair way?,Makwanpur,2,3 Neutral,4
Is support provided in a fair way?,Makwanpur,2,1 Not at all,51
Is support provided in a fair way?,Makwanpur,2,7 Refused,0
Is support provided in a fair way?,Makwanpur,5,4 Mostly yes,23
Is support provided in a fair way?,Makwanpur,5,2 Very little,12
Is support provided in a fair way?,Makwanpur,5,6 Don't know,20
Is support provided in a fair way?,Makwanpur,5,5 Completely yes,11
Is support provided in a fair way?,Makwanpur,5,3 Neutral,10
Is support provided in a fair way?,Makwanpur,5,1 Not at all,24
Is support provided in a fair way?,Makwanpur,5,7 Refused,0
Is support provided in a fair way?,Makwanpur,4,4 Mostly yes,21
Is support provided in a fair way?,Makwanpur,4,2 Very little,10
Is support provided in a fair way?,Makwanpur,4,6 Don't know,12
Is support provided in a fair way?,Makwanpur,4,5 Completely yes,15
Is support provided in a fair way?,Makwanpur,4,3 Neutral,2
Is support provided in a fair way?,Makwanpur,4,1 Not at all,40
Is support provided in a fair way?,Makwanpur,4,7 Refused,0
Is support provided in a fair way?,Makwanpur,6,4 Mostly yes,26
Is support provided in a fair way?,Makwanpur,6,2 Very little,26
Is support provided in a fair way?,Makwanpur,6,6 Don't know,11
Is support provided in a fair way?,Makwanpur,6,5 Completely yes,2
Is support provided in a fair way?,Makwanpur,6,3 Neutral,5
Is support provided in a fair way?,Makwanpur,6,1 Not at all,30
Is support provided in a fair way?,Makwanpur,6,7 Refused,0
Is support provided in a fair way?,Kathmandu,1,4 Mostly yes,24
Is support provided in a fair way?,Kathmandu,1,2 Very little,12
Is support provided in a fair way?,Kathmandu,1,6 Don't know,4
Is support provided in a fair way?,Kathmandu,1,5 Completely yes,10
Is support provided in a fair way?,Kathmandu,1,3 Neutral,9
Is support provided in a fair way?,Kathmandu,1,1 Not at all,38
Is support provided in a fair way?,Kathmandu,1,7 Refused,0
Is support provided in a fair way?,Kathmandu,3,4 Mostly yes,10
Is support provided in a fair way?,Kathmandu,3,2 Very little,42
Is support provided in a fair way?,Kathmandu,3,6 Don't know,7
Is support provided in a fair way?,Kathmandu,3,5 Completely yes,0
Is support provided in a fair way?,Kathmandu,3,3 Neutral,14
Is support provided in a fair way?,Kathmandu,3,1 Not at all,26
Is support provided in a fair way?,Kathmandu,3,7 Refused,1
Is support provided in a fair way?,Kathmandu,2,4 Mostly yes,16
Is support provided in a fair way?,Kathmandu,2,2 Very little,22
Is support provided in a fair way?,Kathmandu,2,6 Don't know,11
Is support provided in a fair way?,Kathmandu,2,5 Completely yes,11
Is support provided in a fair way?,Kathmandu,2,3 Neutral,5
Is support provided in a fair way?,Kathmandu,2,1 Not at all,33
Is support provided in a fair way?,Kathmandu,2,7 Refused,1
Is support provided in a fair way?,Kathmandu,5,4 Mostly yes,20
Is support provided in a fair way?,Kathmandu,5,2 Very little,13
Is support provided in a fair way?,Kathmandu,5,6 Don't know,4
Is support provided in a fair way?,Kathmandu,5,5 Completely yes,18
Is support provided in a fair way?,Kathmandu,5,3 Neutral,11
Is support provided in a fair way?,Kathmandu,5,1 Not at all,34
Is support provided in a fair way?,Kathmandu,5,7 Refused,0
Is support provided in a fair way?,Kathmandu,4,4 Mostly yes,12
Is support provided in a fair way?,Kathmandu,4,2 Very little,27
Is support provided in a fair way?,Kathmandu,4,6 Don't know,13
Is support provided in a fair way?,Kathmandu,4,5 Completely yes,8
Is support provided in a fair way?,Kathmandu,4,3 Neutral,17
Is support provided in a fair way?,Kathmandu,4,1 Not at all,22
Is support provided in a fair way?,Kathmandu,4,7 Refused,1
Is support provided in a fair way?,Kathmandu,6,4 Mostly yes,55
Is support provided in a fair way?,Kathmandu,6,2 Very little,23
Is support provided in a fair way?,Kathmandu,6,6 Don't know,0
Is support provided in a fair way?,Kathmandu,6,5 Completely yes,10
Is support provided in a fair way?,Kathmandu,6,3 Neutral,10
Is support provided in a fair way?,Kathmandu,6,1 Not at all,2
Is support provided in a fair way?,Kathmandu,6,7 Refused,0
Is support provided in a fair way?,Nuwakot,1,4 Mostly yes,9
Is support provided in a fair way?,Nuwakot,1,2 Very little,12
Is support provided in a fair way?,Nuwakot,1,6 Don't know,9
Is support provided in a fair way?,Nuwakot,1,5 Completely yes,15
Is support provided in a fair way?,Nuwakot,1,3 Neutral,4
Is support provided in a fair way?,Nuwakot,1,1 Not at all,51
Is support provided in a fair way?,Nuwakot,1,7 Refused,1
Is support provided in a fair way?,Nuwakot,3,4 Mostly yes,12
Is support provided in a fair way?,Nuwakot,3,2 Very little,29
Is support provided in a fair way?,Nuwakot,3,6 Don't know,2
Is support provided in a fair way?,Nuwakot,3,5 Completely yes,6
Is support provided in a fair way?,Nuwakot,3,3 Neutral,7
Is support provided in a fair way?,Nuwakot,3,1 Not at all,44
Is support provided in a fair way?,Nuwakot,3,7 Refused,0
Is support provided in a fair way?,Nuwakot,2,4 Mostly yes,9
Is support provided in a fair way?,Nuwakot,2,2 Very little,22
Is support provided in a fair way?,Nuwakot,2,6 Don't know,2
Is support provided in a fair way?,Nuwakot,2,5 Completely yes,25
Is support provided in a fair way?,Nuwakot,2,3 Neutral,1
Is support provided in a fair way?,Nuwakot,2,1 Not at all,40
Is support provided in a fair way?,Nuwakot,2,7 Refused,0
Is support provided in a fair way?,Nuwakot,5,4 Mostly yes,38
Is support provided in a fair way?,Nuwakot,5,2 Very little,24
Is support provided in a fair way?,Nuwakot,5,6 Don't know,2
Is support provided in a fair way?,Nuwakot,5,5 Completely yes,0
Is support provided in a fair way?,Nuwakot,5,3 Neutral,1
Is support provided in a fair way?,Nuwakot,5,1 Not at all,33
Is support provided in a fair way?,Nuwakot,5,7 Refused,2
Is support provided in a fair way?,Nuwakot,4,4 Mostly yes,37
Is support provided in a fair way?,Nuwakot,4,2 Very little,25
Is support provided in a fair way?,Nuwakot,4,6 Don't know,0
Is support provided in a fair way?,Nuwakot,4,5 Completely yes,3
Is support provided in a fair way?,Nuwakot,4,3 Neutral,1
Is support provided in a fair way?,Nuwakot,4,1 Not at all,34
Is support provided in a fair way?,Nuwakot,4,7 Refused,0
Is support provided in a fair way?,Nuwakot,6,4 Mostly yes,2
Is support provided in a fair way?,Nuwakot,6,2 Very little,35
Is support provided in a fair way?,Nuwakot,6,6 Don't know,0
Is support provided in a fair way?,Nuwakot,6,5 Completely yes,0
Is support provided in a fair way?,Nuwakot,6,3 Neutral,4
Is support provided in a fair way?,Nuwakot,6,1 Not at all,59
Is support provided in a fair way?,Nuwakot,6,7 Refused,0
Is support provided in a fair way?,Rasuwa,1,4 Mostly yes,2
Is support provided in a fair way?,Rasuwa,1,2 Very little,41
Is support provided in a fair way?,Rasuwa,1,6 Don't know,0
Is support provided in a fair way?,Rasuwa,1,5 Completely yes,9
Is support provided in a fair way?,Rasuwa,1,3 Neutral,3
Is support provided in a fair way?,Rasuwa,1,1 Not at all,44
Is support provided in a fair way?,Rasuwa,1,7 Refused,1
Is support provided in a fair way?,Rasuwa,3,4 Mostly yes,13
Is support provided in a fair way?,Rasuwa,3,2 Very little,8
Is support provided in a fair way?,Rasuwa,3,6 Don't know,1
Is support provided in a fair way?,Rasuwa,3,5 Completely yes,69
Is support provided in a fair way?,Rasuwa,3,3 Neutral,2
Is support provided in a fair way?,Rasuwa,3,1 Not at all,4
Is support provided in a fair way?,Rasuwa,3,7 Refused,3
Is support provided in a fair way?,Rasuwa,2,4 Mostly yes,1
Is support provided in a fair way?,Rasuwa,2,2 Very little,7
Is support provided in a fair way?,Rasuwa,2,6 Don't know,1
Is support provided in a fair way?,Rasuwa,2,5 Completely yes,58
Is support provided in a fair way?,Rasuwa,2,3 Neutral,3
Is support provided in a fair way?,Rasuwa,2,1 Not at all,11
Is support provided in a fair way?,Rasuwa,2,7 Refused,19
Is support provided in a fair way?,Rasuwa,5,4 Mostly yes,29
Is support provided in a fair way?,Rasuwa,5,2 Very little,2
Is support provided in a fair way?,Rasuwa,5,6 Don't know,2
Is support provided in a fair way?,Rasuwa,5,5 Completely yes,60
Is support provided in a fair way?,Rasuwa,5,3 Neutral,0
Is support provided in a fair way?,Rasuwa,5,1 Not at all,7
Is support provided in a fair way?,Rasuwa,5,7 Refused,0
Is support provided in a fair way?,Rasuwa,4,4 Mostly yes,21
Is support provided in a fair way?,Rasuwa,4,2 Very little,4
Is support provided in a fair way?,Rasuwa,4,6 Don't know,0
Is support provided in a fair way?,Rasuwa,4,5 Completely yes,71
Is support provided in a fair way?,Rasuwa,4,3 Neutral,0
Is support provided in a fair way?,Rasuwa,4,1 Not at all,4
Is support provided in a fair way?,Rasuwa,4,7 Refused,0
Is support provided in a fair way?,Rasuwa,6,4 Mostly yes,40
Is support provided in a fair way?,Rasuwa,6,2 Very little,2
Is support provided in a fair way?,Rasuwa,6,6 Don't know,1
Is support provided in a fair way?,Rasuwa,6,5 Completely yes,55
Is support provided in a fair way?,Rasuwa,6,3 Neutral,0
Is support provided in a fair way?,Rasuwa,6,1 Not at all,2
Is support provided in a fair way?,Rasuwa,6,7 Refused,0
Is support provided in a fair way?,Okhaldhunga,1,4 Mostly yes,0
Is support provided in a fair way?,Okhaldhunga,1,2 Very little,0
Is support provided in a fair way?,Okhaldhunga,1,6 Don't know,0
Is support provided in a fair way?,Okhaldhunga,1,5 Completely yes,0
Is support provided in a fair way?,Okhaldhunga,1,3 Neutral,0
Is support provided in a fair way?,Okhaldhunga,1,1 Not at all,0
Is support provided in a fair way?,Okhaldhunga,1,7 Refused,0
Is support provided in a fair way?,Okhaldhunga,3,4 Mostly yes,26
Is support provided in a fair way?,Okhaldhunga,3,2 Very little,15
Is support provided in a fair way?,Okhaldhunga,3,6 Don't know,12
Is support provided in a fair way?,Okhaldhunga,3,5 Completely yes,3
Is support provided in a fair way?,Okhaldhunga,3,3 Neutral,23
Is support provided in a fair way?,Okhaldhunga,3,1 Not at all,21
Is support provided in a fair way?,Okhaldhunga,3,7 Refused,0
Is support provided in a fair way?,Okhaldhunga,2,4 Mostly yes,11
Is support provided in a fair way?,Okhaldhunga,2,2 Very little,19
Is support provided in a fair way?,Okhaldhunga,2,6 Don't know,5
Is support provided in a fair way?,Okhaldhunga,2,5 Completely yes,11
Is support provided in a fair way?,Okhaldhunga,2,3 Neutral,23
Is support provided in a fair way?,Okhaldhunga,2,1 Not at all,30
Is support provided in a fair way?,Okhaldhunga,2,7 Refused,1
Is support provided in a fair way?,Okhaldhunga,5,4 Mostly yes,28
Is support provided in a fair way?,Okhaldhunga,5,2 Very little,5
Is support provided in a fair way?,Okhaldhunga,5,6 Don't know,12
Is support provided in a fair way?,Okhaldhunga,5,5 Completely yes,17
Is support provided in a fair way?,Okhaldhunga,5,3 Neutral,17
Is support provided in a fair way?,Okhaldhunga,5,1 Not at all,20
Is support provided in a fair way?,Okhaldhunga,5,7 Refused,1
Is support provided in a fair way?,Okhaldhunga,4,4 Mostly yes,27
Is support provided in a fair way?,Okhaldhunga,4,2 Very little,3
Is support provided in a fair way?,Okhaldhunga,4,6 Don't know,11
Is support provided in a fair way?,Okhaldhunga,4,5 Completely yes,9
Is support provided in a fair way?,Okhaldhunga,4,3 Neutral,19
Is support provided in a fair way?,Okhaldhunga,4,1 Not at all,29
Is support provided in a fair way?,Okhaldhunga,4,7 Refused,2
Is support provided in a fair way?,Okhaldhunga,6,4 Mostly yes,40
Is support provided in a fair way?,Okhaldhunga,6,2 Very little,23
Is support provided in a fair way?,Okhaldhunga,6,6 Don't know,0
Is support provided in a fair way?,Okhaldhunga,6,5 Completely yes,10
Is support provided in a fair way?,Okhaldhunga,6,3 Neutral,18
Is support provided in a fair way?,Okhaldhunga,6,1 Not at all,9
Is support provided in a fair way?,Okhaldhunga,6,7 Refused,0
Is support provided in a fair way?,Gorkha,1,4 Mostly yes,16
Is support provided in a fair way?,Gorkha,1,2 Very little,13
Is support provided in a fair way?,Gorkha,1,6 Don't know,3
Is support provided in a fair way?,Gorkha,1,5 Completely yes,37
Is support provided in a fair way?,Gorkha,1,3 Neutral,13
Is support provided in a fair way?,Gorkha,1,1 Not at all,15
Is support provided in a fair way?,Gorkha,1,7 Refused,0
Is support provided in a fair way?,Gorkha,3,4 Mostly yes,66
Is support provided in a fair way?,Gorkha,3,2 Very little,0
Is support provided in a fair way?,Gorkha,3,6 Don't know,0
Is support provided in a fair way?,Gorkha,3,5 Completely yes,26
Is support provided in a fair way?,Gorkha,3,3 Neutral,5
